song_id_clean,title,artists,genres_clean,mood_category,emotion_label,clean_text,final_text,spotify_url
47NGRxSaEtJznNQ17dFg4c,Every Night Every Morning,Maoli,spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/47NGRxSaEtJznNQ17dFg4c
2OMjHcniFxzijWX7EaBrXE,Emergence,Sleep Token,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/2OMjHcniFxzijWX7EaBrXE
1JtAIBbCgomz38qPBSJzCn,DJ's Chord Organ (feat. SZA),"Mac Miller, SZA",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/1JtAIBbCgomz38qPBSJzCn
0rtDE9zfXbamTlRUSwY7zy,Belong Together,Mark Ambor,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/0rtDE9zfXbamTlRUSwY7zy
7lq4b3sYM9cYSnCMxCafKe,TN,Morgan Wallen,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/7lq4b3sYM9cYSnCMxCafKe
70cI4Pl8YjQXmIfpLeqm76,"gnx (feat. hitta j3, youngthreat, peysoh)","Kendrick Lamar, Hitta J3, YoungThreat, Peysoh",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/70cI4Pl8YjQXmIfpLeqm76
2kZoOj1n5vk9BuF0sih58M,SOMEBODY LOVES ME,"PARTYNEXTDOOR, Drake",spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/2kZoOj1n5vk9BuF0sih58M
57lsYy0OZLNb5OQ7fEa3Hs,Did It First (with Central Cee),"Ice Spice, Central Cee",spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/57lsYy0OZLNb5OQ7fEa3Hs
7z3PblAN3dH1JMewiRydkZ,GIRLS,The Kid LAROI,spotify chart; au top 50,euphoric,joy,,,https://open.spotify.com/track/7z3PblAN3dH1JMewiRydkZ
1KZG1H1OCugGqIRmk1wF9m,Indigo (feat. Avery Anna),"Sam Barber, Avery Anna",spotify chart; ca top 50,melancholic,sadness,,,https://open.spotify.com/track/1KZG1H1OCugGqIRmk1wF9m
0eBFgRxyVSeuT4iyrbukdn,Where the Wild Things Are,Luke Combs,spotify chart; nz top 50,tense,anxiety,,,https://open.spotify.com/track/0eBFgRxyVSeuT4iyrbukdn
2ydagYqcyFfRtQPzKc5E8l,I SEEEEEE YOU BABY BOI,Playboi Carti,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/2ydagYqcyFfRtQPzKc5E8l
19KlZwqlT3fguP2BeHF1Q1,Disease,Lady Gaga,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/19KlZwqlT3fguP2BeHF1Q1
7erMlaJm419myrasNStsQ4,Azizam (feat. Googoosh) [Persian Version],"Ed Sheeran, Googoosh",spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/7erMlaJm419myrasNStsQ4
5VhvD0AKRprEaFtPNKGBQR,Dumb & Poetic,Sabrina Carpenter,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/5VhvD0AKRprEaFtPNKGBQR
0lJNSfWnwJMIh94Dv9jQUt,What Don't Belong To Me,Post Malone,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/0lJNSfWnwJMIh94Dv9jQUt
4yFPKNzjkCS0PpRzhcvy1d,Call Me When You Break Up (with Gracie Abrams),"Selena Gomez, benny blanco, Gracie Abrams",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/4yFPKNzjkCS0PpRzhcvy1d
4cwyp1aL1q3LfGCteqe8tL,PIMMIE'S DILEMMA,"Pim, PARTYNEXTDOOR, Drake",spotify chart; ca top 50,melancholic,sadness,,,https://open.spotify.com/track/4cwyp1aL1q3LfGCteqe8tL
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,spotify chart; au top 50,intense,anger,,,https://open.spotify.com/track/51ZQ1vr10ffzbwIjDCwqm4
1bjeWoagtHmUKputLVyDxQ,Saturn,SZA,spotify chart; nz top 50,intense,anger,,,https://open.spotify.com/track/1bjeWoagtHmUKputLVyDxQ
3x3K1RP3Zfi2qeMR8kyrNO,Sorry I'm Here For Someone Else,Benson Boone,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/3x3K1RP3Zfi2qeMR8kyrNO
4w2GLmK2wnioVnb5CPQeex,360,Charli xcx,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/4w2GLmK2wnioVnb5CPQeex
7fveJ3pk1eSfxBdVkzdXZ0,Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/7fveJ3pk1eSfxBdVkzdXZ0
0GRc3eGTg8HBdWLRGYgqIc,Azizam,Ed Sheeran,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/0GRc3eGTg8HBdWLRGYgqIc
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K
21aDVa64pWR8SYQ7wBRMkd,CHARGE DEM HOES A FEE (with Future & Travis Scott),"Playboi Carti, Future, Travis Scott",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/21aDVa64pWR8SYQ7wBRMkd
2bqLj0NvdtGbPCl9PdBtP2,Purple lace bra,Tate McRae,spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/2bqLj0NvdtGbPCl9PdBtP2
5VSqvL5NLxBr7uMNfjwLt8,feelslikeimfallinginlove,Coldplay,spotify chart; nz top 50,intense,anger,,,https://open.spotify.com/track/5VSqvL5NLxBr7uMNfjwLt8
0DhCbTQZfWD8P8pOlg3jv9,TOO FAST,Future,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/0DhCbTQZfWD8P8pOlg3jv9
1ymWIr4E5x6xORlDO0bXlP,Tobey (feat. Big Sean and BabyTron),"Eminem, Big Sean, BabyTron",spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/1ymWIr4E5x6xORlDO0bXlP
4phAC7DuhNZHyoB0l1li4j,Snake,"Nora Fatehi, Jason Derulo",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/4phAC7DuhNZHyoB0l1li4j
2SCOF4MRhfSyAX5l7qniqo,Lonely Island,Amble,spotify chart; ie top 50,melancholic,sadness,,,https://open.spotify.com/track/2SCOF4MRhfSyAX5l7qniqo
4Q9ExJGFgL9Jd9kmYH3nXs,Miss possessive,Tate McRae,spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/4Q9ExJGFgL9Jd9kmYH3nXs
7DDXuwcEDMYmrMLhhOnIvk,London Shutdown,prod. nvk rbn,spotify chart; nz top 50,peaceful,calm,,,https://open.spotify.com/track/7DDXuwcEDMYmrMLhhOnIvk
5xPvy0TW5W47hgyYas9bnt,gloria (feat. sza),"Kendrick Lamar, SZA",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/5xPvy0TW5W47hgyYas9bnt
2xxb5zW09uwbgyLprALi9E,RAINING IN HOUSTON,Drake,spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/2xxb5zW09uwbgyLprALi9E
637oNhilCI9UlkWkUW4Grt,Enjoy The Show,The Weeknd,spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/637oNhilCI9UlkWkUW4Grt
2prqm9sPLj10B4Wg0wE5x9,BLUE,Billie Eilish,spotify chart; nz top 50,melancholic,sadness,,,https://open.spotify.com/track/2prqm9sPLj10B4Wg0wE5x9
5wbg8kepMFoMzHOEuxiI0q,Close To You,Gracie Abrams,spotify chart; ie top 50,tense,anxiety,,,https://open.spotify.com/track/5wbg8kepMFoMzHOEuxiI0q
3fgehc497TFqKH1zBL2YNK,Heavy Is the Crown,Linkin Park,spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/3fgehc497TFqKH1zBL2YNK
1xmvq1fYLs9TEgikaFilGW,Thick Of It (feat. Trippie Redd),"KSI, Trippie Redd",spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/1xmvq1fYLs9TEgikaFilGW
2JJFJEvFSWyQ59Pwl2gqSF,MUNYUN,Playboi Carti,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/2JJFJEvFSWyQ59Pwl2gqSF
73KAidtqbDftZjy8AD0H04,High Road (feat. Jessie Murph),"Koe Wetzel, Jessie Murph",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/73KAidtqbDftZjy8AD0H04
3XbIhTYl6a0uXPyO43eiXa,Oak Island,Zach Bryan,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/3XbIhTYl6a0uXPyO43eiXa
3JG1uFc40wfyrqaWC7iv0e,i like the way you kiss me,Artemas,spotify chart; au top 50,euphoric,joy,,,https://open.spotify.com/track/3JG1uFc40wfyrqaWC7iv0e
58is1MxJ0mafkdwalyYanU,Backup Plan (feat. Luke Combs),"Bailey Zimmerman, Luke Combs",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/58is1MxJ0mafkdwalyYanU
72EqPCCpe79JBwtLlVsdZ6,Where'd That Girl Go,Morgan Wallen,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/72EqPCCpe79JBwtLlVsdZ6
4D2DFuqs2PwLiHbcf6CX47,Hampstead,Ariana Grande,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/4D2DFuqs2PwLiHbcf6CX47
5MPi9e7z46wopyad10R6qx,Close To You,Gracie Abrams,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/5MPi9e7z46wopyad10R6qx
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,spotify chart; au top 50,peaceful,calm,,,https://open.spotify.com/track/3qhlB30KknSejmIvZZLjOD
4pkb8SbRGeHAvdb87v9rpf,Miles On It,"Marshmello, Kane Brown",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/4pkb8SbRGeHAvdb87v9rpf
4Na2HfNSr58chvfX69fy36,one of wun,Gunna,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/4Na2HfNSr58chvfX69fy36
0hz5PNF2wejwUKCMpesQWt,Merry Christmas,"Ed Sheeran, Elton John",spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/0hz5PNF2wejwUKCMpesQWt
1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),Taylor Swift,spotify chart; ie top 50,tense,anxiety,,,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA
09LrGvT9KsACH66RHYMDyR,Don’t Smile,Sabrina Carpenter,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/09LrGvT9KsACH66RHYMDyR
7yogx3TwxGwSxO2QITsT2q,A Nonsense Christmas,Sabrina Carpenter,spotify chart; au top 50,euphoric,joy,,,https://open.spotify.com/track/7yogx3TwxGwSxO2QITsT2q
7xAvtuHf8nGi5OtXVPYgb3,CRANK,Playboi Carti,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/7xAvtuHf8nGi5OtXVPYgb3
1edcyazKIdKrIuz9cWpXU6,twilight zone,Ariana Grande,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/1edcyazKIdKrIuz9cWpXU6
65OR4ywy8Cgs3FDHK82Idl,Higher Power,Coldplay,spotify chart; ie top 50,tense,anxiety,,,https://open.spotify.com/track/65OR4ywy8Cgs3FDHK82Idl
2XUx8PCXGpP1XhZJMGiUol,Chest Pain (I Love),Malcolm Todd,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/2XUx8PCXGpP1XhZJMGiUol
5il0jwWUlvgtIzWvzJi12z,Lie To Girls,Sabrina Carpenter,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/5il0jwWUlvgtIzWvzJi12z
7trGQmK2IAYxLb3wgqfawy,Missing,Morgan Wallen,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/7trGQmK2IAYxLb3wgqfawy
1CsMKhwEmNnmvHUuO5nryA,SKINNY,Billie Eilish,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/1CsMKhwEmNnmvHUuO5nryA
0io16MKpbeDIdYzmGpQaES,Embrace It,Ndotz,spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/0io16MKpbeDIdYzmGpQaES
3nHuKdFJZm78CoeBnDcFKe,Bad Dreams,Teddy Swims,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/3nHuKdFJZm78CoeBnDcFKe
1zhvxTuSha22nsUT5Nw8gE,15 Minutes,Sabrina Carpenter,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/1zhvxTuSha22nsUT5Nw8gE
2UikqkwBv7aIvlixeVXHWt,You Should Probably Leave,Chris Stapleton,spotify chart; nz top 50,peaceful,calm,,,https://open.spotify.com/track/2UikqkwBv7aIvlixeVXHWt
1pzN8bCzy017iK3vWzkk6Z,WAKE UP F1LTHY (with Travis Scott),"Playboi Carti, Travis Scott",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/1pzN8bCzy017iK3vWzkk6Z
3LkXOTWDwskwciQoARFDzu,Guilty Conscience 2,Eminem,spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/3LkXOTWDwskwciQoARFDzu
10pfamFYvg5ftwq6rGJrWx,Can't Decide,"Max Dean, Luke Dean, Locky",spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/10pfamFYvg5ftwq6rGJrWx
6hu1bJBNMeXIepHr1joKW4,Meteor Man,Lil Uzi Vert,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/6hu1bJBNMeXIepHr1joKW4
79Ee80FT85h56l8vzL6cUJ,Man On The Moon,Kingfishr,spotify chart; ie top 50,tense,anxiety,,,https://open.spotify.com/track/79Ee80FT85h56l8vzL6cUJ
0DA8aZZvG73AijDYT00ki1,bloodonmyhands (feat. Flo Milli),"Tate McRae, Flo Milli",spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/0DA8aZZvG73AijDYT00ki1
3enIFKYJKSVyjXVzmup28I,Damocles,Sleep Token,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/3enIFKYJKSVyjXVzmup28I
7B3BwNecBhKvNwSMOOl7Gk,Fame is a Gun,Addison Rae,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/7B3BwNecBhKvNwSMOOl7Gk
0gucUyFMFRMlUiVn9US4YX,Losers (Feat. Jelly Roll),"Post Malone, Jelly Roll",spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/0gucUyFMFRMlUiVn9US4YX
1t2MQpMDtJT5VL2tAPHrGN,Cowboys Cry Too (with Noah Kahan),"Kelsea Ballerini, Noah Kahan",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/1t2MQpMDtJT5VL2tAPHrGN
2vjFTjmvpFjFM01cNdG2ik,LASERS,"PARTYNEXTDOOR, Drake",spotify chart; ca top 50,melancholic,sadness,,,https://open.spotify.com/track/2vjFTjmvpFjFM01cNdG2ik
1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,Tyla,spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/1Cbl3Yq8rHo7hhDQmLQagU
36t6frENUtCYKuZus6aYDO,Who’s Afraid of Little Old Me?,Taylor Swift,spotify chart; ie top 50,melancholic,sadness,,,https://open.spotify.com/track/36t6frENUtCYKuZus6aYDO
2A1aS3mwuGuX2yk1bgxOvA,Kisses (feat. bbyclose),"BL3SS, CamrinWatsin, bbyclose",spotify chart; au top 50,euphoric,joy,,,https://open.spotify.com/track/2A1aS3mwuGuX2yk1bgxOvA
4HMUrFl8y6rQCzEbaGEkcj,Somebody Save Me,"Eminem, Jelly Roll",spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/4HMUrFl8y6rQCzEbaGEkcj
7oZOCPjlLpHZtIebTXhlfZ,JUMPIN (with Lil Uzi Vert),"Playboi Carti, Lil Uzi Vert",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/7oZOCPjlLpHZtIebTXhlfZ
6i5qhmmF9UNUBRyrPSGn4m,Two Faced,Linkin Park,spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/6i5qhmmF9UNUBRyrPSGn4m
3yDi4w5cuQQEpQXrozMW2B,Blue Jean Baby,Zach Bryan,spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/3yDi4w5cuQQEpQXrozMW2B
1sqXfPaRD7npnH712RZQAF,Have The Heart (Feat. Dolly Parton),"Post Malone, Dolly Parton",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/1sqXfPaRD7npnH712RZQAF
3GAakFyEFST6xI7aVaI2zh,G Stands for Geezer,Plenty In The Tank,spotify chart; ie top 50,melancholic,sadness,,,https://open.spotify.com/track/3GAakFyEFST6xI7aVaI2zh
1xKGnsdKOh8jx8pzSZAgXE,5 Dollar Pony Rides,Mac Miller,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/1xKGnsdKOh8jx8pzSZAgXE
5ImJTOd6BMsvwuRgnlmyr7,Genesis,Morgan Wallen,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/5ImJTOd6BMsvwuRgnlmyr7
6oWmcKVK6atTCoWVYTdSg1,Dreamin (feat. Daya),"Dom Dolla, Daya",spotify chart; au top 50,euphoric,joy,,,https://open.spotify.com/track/6oWmcKVK6atTCoWVYTdSg1
5BBkvXH2jYROUzKIB7WX7S,intro (end of the world) - extended,Ariana Grande,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/5BBkvXH2jYROUzKIB7WX7S
1SVhTS4l0sLFsP2Abme05l,Just Us (feat. Doja Cat),"Jack Harlow, Doja Cat",spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/1SVhTS4l0sLFsP2Abme05l
5IoPnNiYAOvHHJpz13wzRL,Vanish Into You,Lady Gaga,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/5IoPnNiYAOvHHJpz13wzRL
6IcD1PElC3dJof2jY3n3Yt,MEET YOUR PADRE,"PARTYNEXTDOOR, Drake, Chino Pacas",spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/6IcD1PElC3dJof2jY3n3Yt
4oahRRZECfGud6eL7Lj7CO,Opening Night,The Weeknd,spotify chart; ca top 50,euphoric,joy,,,https://open.spotify.com/track/4oahRRZECfGud6eL7Lj7CO
6XjDF6nds4DE2BBbagZol6,Gata Only,"FloyyMenor, Cris Mj",spotify chart; us top 50,peaceful,calm,,,https://open.spotify.com/track/6XjDF6nds4DE2BBbagZol6
59NraMJsLaMCVtwXTSia8i,Prada,"cassö, RAYE, D-Block Europe",spotify chart; ie top 50,tense,anxiety,,,https://open.spotify.com/track/59NraMJsLaMCVtwXTSia8i
6TGd66r0nlPaYm3KIoI7ET,THE GREATEST,Billie Eilish,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/6TGd66r0nlPaYm3KIoI7ET
0eaVIYo2zeOaGJeqZ5TwYz,No Pole,Don Toliver,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/0eaVIYo2zeOaGJeqZ5TwYz
4nyF5lmSziBAt7ESAUjpbx,"I miss you, I’m sorry",Gracie Abrams,spotify chart; ie top 50,melancholic,sadness,,,https://open.spotify.com/track/4nyF5lmSziBAt7ESAUjpbx
0y5Ex8oQ8zCH5TQxHUy1Eo,you look like you love me (feat. Riley Green),"Ella Langley, Riley Green",spotify chart; nz top 50,intense,anger,,,https://open.spotify.com/track/0y5Ex8oQ8zCH5TQxHUy1Eo
2F3N9tdombb64aW6VtZOdo,Down Bad,Taylor Swift,spotify chart; ie top 50,melancholic,sadness,,,https://open.spotify.com/track/2F3N9tdombb64aW6VtZOdo
2VyvDGdcVY04cNYou9MFVX,Dirty Cash (Money Talks),"PAWSA, The Adventures Of Stevie V",spotify chart; ie top 50,peaceful,calm,,,https://open.spotify.com/track/2VyvDGdcVY04cNYou9MFVX
2E7a96qey4AzSOdK6H21vS,Scorsese Baby Daddy,SZA,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/2E7a96qey4AzSOdK6H21vS
5xeSd4HgzrYpNLEf3LfYLK,WHATCHU KNO ABOUT ME (feat. Sexyy Red),"GloRilla, Sexyy Red",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/5xeSd4HgzrYpNLEf3LfYLK
5QMrH5nszZZR3nefIj6Mar,Defying Gravity,"Cynthia Erivo, Ariana Grande",spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/5QMrH5nszZZR3nefIj6Mar
6q2PbvM9UEig4r8xku7VIb,HBA,Playboi Carti,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/6q2PbvM9UEig4r8xku7VIb
4qvsNsA4gQKC9HLrmPC2Vx,TRIM (with Future),"Playboi Carti, Future",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/4qvsNsA4gQKC9HLrmPC2Vx
0MXmiqd7zoXxv6Gqn9ahhQ,Bug,Fontaines D.C.,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/0MXmiqd7zoXxv6Gqn9ahhQ
0bBnrokPXtfwXQarqCu1Gz,Road Rage,"Eminem, Dem Jointz, Sly Pyper",spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/0bBnrokPXtfwXQarqCu1Gz
5EA2rqylBTFpUVQUKiWFXs,Number 3 and Number 7 (feat. Eric Church),"Morgan Wallen, Eric Church",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/5EA2rqylBTFpUVQUKiWFXs
0Tqn5Th0wk55eLdga96vZM,Perfect Celebrity,Lady Gaga,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/0Tqn5Th0wk55eLdga96vZM
2v0AG62ZHtD3I4YmTb3WYM,Niagara Falls,The Weeknd,spotify chart; ca top 50,intense,anger,,,https://open.spotify.com/track/2v0AG62ZHtD3I4YmTb3WYM
2hrycoFU1mZw6YPvMcn8yC,KEHLANI,Jordan Adetunji,spotify chart; au top 50,intense,anger,,,https://open.spotify.com/track/2hrycoFU1mZw6YPvMcn8yC
0h3Xy4V4apMraB5NuM8U7Z,Stumblin' In,CYRIL,spotify chart; nz top 50,intense,anger,,,https://open.spotify.com/track/0h3Xy4V4apMraB5NuM8U7Z
2QxekHjOYDnzNO5w8hu2D9,Empty Out Your Pockets,Juice WRLD,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/2QxekHjOYDnzNO5w8hu2D9
6vuVCtwukUA57ioTnKKeuL,Bluest Flame,"Selena Gomez, benny blanco",spotify chart; ie top 50,intense,anger,,,https://open.spotify.com/track/6vuVCtwukUA57ioTnKKeuL
2t4H61OtTYgmDe61KxkjKH,PLUTOSKI,Future,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/2t4H61OtTYgmDe61KxkjKH
3vhOv5qBOX9urPOC9VyhWl,Kiss Her In Front Of You,Morgan Wallen,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/3vhOv5qBOX9urPOC9VyhWl
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,spotify chart; nz top 50,intense,anger,,,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
0hta2Lb2zKJ7kEnAEZEE3G,Nope your too late i already died,"wifiskeleton, i wanna be a jack-o-lantern",spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/0hta2Lb2zKJ7kEnAEZEE3G
27w0RH5IDt6xU3B2j7QOuy,Favourite,Fontaines D.C.,spotify chart; ie top 50,tense,anxiety,,,https://open.spotify.com/track/27w0RH5IDt6xU3B2j7QOuy
3surY3LebvLLdJezmiKUBO,TWIN TRIM (with Lil Uzi Vert),"Playboi Carti, Lil Uzi Vert",spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/3surY3LebvLLdJezmiKUBO
1vj47xD8v9wIhQrmQY2Dkv,Better Days (feat. John Mayer),"Zach Bryan, John Mayer",spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/1vj47xD8v9wIhQrmQY2Dkv
0SCIwbS0Q4etwJmDyNjHaQ,Diamond Boy (DTM),SZA,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/0SCIwbS0Q4etwJmDyNjHaQ
3Fra5SMXXDTSRXVoDf8Xwd,GIRLS,The Kid LAROI,spotify chart; au top 50,euphoric,joy,,,https://open.spotify.com/track/3Fra5SMXXDTSRXVoDf8Xwd
7JVAVLkkhpKOp8g4jX5Z12,Provider,Sleep Token,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/7JVAVLkkhpKOp8g4jX5Z12
20hTkA9oKKuxghkRptRczS,Goes Without Saying (Feat. Brad Paisley),"Post Malone, Brad Paisley",spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/20hTkA9oKKuxghkRptRczS
4HWDNZ1i6gyzu9tUbNhC2C,Revelation,Morgan Wallen,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/4HWDNZ1i6gyzu9tUbNhC2C
3niLgyM9yJTaZMpeXjjSSk,Given Up On Me,The Weeknd,spotify chart; ca top 50,melancholic,sadness,,,https://open.spotify.com/track/3niLgyM9yJTaZMpeXjjSSk
3lMzT16MjAKKXF7pSZn13B,Tell Ur Girlfriend,Lay Bankz,spotify chart; nz top 50,euphoric,joy,,,https://open.spotify.com/track/3lMzT16MjAKKXF7pSZn13B
6pheMGrfMwwnypqafU7d4k,Run Rudolph Run - Spotify Singles Holiday,Mark Ambor,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/6pheMGrfMwwnypqafU7d4k
2Zo1PcszsT9WQ0ANntJbID,Feather,Sabrina Carpenter,spotify chart; us top 50,euphoric,joy,,,https://open.spotify.com/track/2Zo1PcszsT9WQ0ANntJbID
3dj4wgM3cPeuLwMNHDuBon,The Door,Teddy Swims,spotify chart; ie top 50,euphoric,joy,,,https://open.spotify.com/track/3dj4wgM3cPeuLwMNHDuBon
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,spotify chart; ie top 50,intense,anger,,,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu
4rXxjHSAglOynjIF8Z34dx,COCAINE NOSE,Playboi Carti,spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/4rXxjHSAglOynjIF8Z34dx
6uMGHQvhZq8YyT4kdnG1L3,Temporary,"Eminem, Skylar Grey",spotify chart; ca top 50,melancholic,sadness,,,https://open.spotify.com/track/6uMGHQvhZq8YyT4kdnG1L3
2HBBM75Xv3o2Mqdyh1NcM0,Heavy Is the Crown,Linkin Park,spotify chart; ca top 50,tense,anxiety,,,https://open.spotify.com/track/2HBBM75Xv3o2Mqdyh1NcM0
4pu58kqegTnOxPNJpY3kr9,Funny Papers,Mac Miller,spotify chart; us top 50,intense,anger,,,https://open.spotify.com/track/4pu58kqegTnOxPNJpY3kr9
25uMKq5kygC2woAfeetEfE,Nosedive (Feat. Lainey Wilson),"Post Malone, Lainey Wilson",spotify chart; us top 50,tense,anxiety,,,https://open.spotify.com/track/25uMKq5kygC2woAfeetEfE
1YsU8rW2u8z4F0pwOBQ4Ea,feelslikeimfallinginlove,Coldplay,spotify chart; ie top 50,intense,anger,,,https://open.spotify.com/track/1YsU8rW2u8z4F0pwOBQ4Ea
3LDOQXkGDEv7aIzpjz8pBS,King Carter,Lil Wayne,spotify chart; us top 50,melancholic,sadness,,,https://open.spotify.com/track/3LDOQXkGDEv7aIzpjz8pBS
